"age","agecat","degree","educ","emailhrs","hrs1","ndegree","netcat","nethrs","sex","sphrs1","srcheng2","tvhours","usecomp","usemail","usenet","useweb","webhrs","hapmar","happy","speduc","rincome","life","income","maeduc","paeduc","marital","postlife","pres96","richwork","satjob","sibs","spdeg","spwrksta","vote96","wrkstat","zodiac","incomdol","rincdol","husbeduc","wifeduc","husbhr","wifehr","husbft","wifeft","wkftwife","wkfthusb"
38,"30-39","Junior college",14,1,-1,"Junior college or more","One hour or less",1,"Male",-1,"Not applicable",3,"Yes","Yes","Yes","No",0,"PRETTY HAPPY","PRETTY HAPPY",12,"$25000 TO 29999","EXCITING","$25000 TO 29999",16,12,"MARRIED","YES","NAP","CONTINUE WORKING","VERY SATISFIED",6,"HIGH SCHOOL","OTHER","DID NOT VOTE","TEMP NOT WORKING","SAGITTARIUS",27500,27500,14,12,NA,NA,"No","No",0,0
44,"40-49","Junior college",16,10,49,"Junior college or more","More than 10",12,"Male",-1,"Yahoo",2,"Yes","Yes","Yes","Yes",2,"NAP","PRETTY HAPPY",97,"$40000 TO 49999","ROUTINE","$40000 TO 49999",12,12,"NEVER MARRIED","YES","CLINTON","CONTINUE WORKING","MOD. SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","LEO",45000,45000,NA,NA,NA,NA,NA,NA,NA,NA
39,"30-39","Junior college",14,-2,-1,"Junior college or more","Not available",-2,"Female",-1,"Not available",1,"Yes","No answer","Yes","Yes",4,"NAP","PRETTY HAPPY",97,"NAP","EXCITING","$25000 TO 29999",12,12,"DIVORCED","YES","NAP","CONTINUE WORKING","NA",4,"NAP","NAP","INELIGIBLE","UNEMPL, LAID OFF","CANCER",27500,-2,NA,NA,NA,NA,NA,NA,NA,NA
77,"60-89","Junior college",15,-3,-1,"Junior college or more","Not available",-3,"Male",-1,"Not available",-1,"Yes","No answer","No answer","No answer",-3,"NAP","VERY HAPPY",97,"NAP","EXCITING","$12500 TO 14999",9,12,"WIDOWED","NAP","DOLE","NAP","NAP",15,"NAP","NAP","VOTED","RETIRED","LEO",13750,-2,NA,NA,NA,NA,NA,NA,NA,NA
40,"40-49","Junior college",15,-1,-1,"Junior college or more","Not Internet user",-1,"Female",-1,"Not applicable",1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",13,"NAP","EXCITING","$35000 TO 39999",97,8,"MARRIED","YES","CLINTON","NAP","VERY SATISFIED",5,"JUNIOR COLLEGE","TEMP NOT WORKING","VOTED","KEEPING HOUSE","LIBRA",37500,-2,13,15,NA,NA,"No","No",0,0
59,"50-59","Junior college",14,2,36,"Junior college or more","4+ to 10 hours",7,"Female",40,"Infoseek",-1,"Yes","Yes","Yes","Yes",5,"VERY HAPPY","PRETTY HAPPY",12,"REFUSED","EXCITING","REFUSED",12,18,"MARRIED","NAP","CLINTON","CONTINUE WORKING","MOD. SATISFIED",3,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","CANCER",-1,-1,12,14,40,36,"Yes","Yes",1,1
31,"30-39","Junior college",14,1,-1,"Junior college or more","1+ to  4 hours",1.16666666666667,"Female",70,"Not applicable",-1,"Yes","Yes","Yes","Yes",0.166666666666667,"VERY HAPPY","VERY HAPPY",12,"$10000 TO 12499","EXCITING","$110000 OR OVER",16,11,"MARRIED","NAP","NAP","NAP","VERY SATISFIED",5,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","KEEPING HOUSE","CANCER",110000,11250,12,14,70,NA,"Yes","No",0,1
36,"30-39","Junior college",15,1,40,"Junior college or more","1+ to  4 hours",3,"Male",40,"Yahoo",-1,"Yes","Yes","Yes","Yes",2,"VERY HAPPY","VERY HAPPY",12,"$50000 TO 59999","ROUTINE","$50000 TO 59999",12,16,"MARRIED","NAP","DOLE","STOP WORKING","VERY SATISFIED",0,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","LEO",55000,55000,15,12,40,40,"Yes","Yes",1,1
81,"60-89","Junior college",13,-1,-1,"Junior college or more","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","EXCITING","$15000 TO 17499",8,6,"WIDOWED","NAP","NAP","NAP","NAP",6,"NAP","NAP","DID NOT VOTE","RETIRED","SAGITTARIUS",16250,-2,NA,NA,NA,NA,NA,NA,NA,NA
29,"18-29","Junior college",14,2,40,"Junior college or more","1+ to  4 hours",2.5,"Female",40,"Not applicable",-1,"Yes","Yes","Yes","Yes",0.5,"VERY HAPPY","VERY HAPPY",11,"$17500 TO 19999","EXCITING","$22500 TO 24999",12,12,"MARRIED","NAP","NAP","CONTINUE WORKING","VERY SATISFIED",3,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","LIBRA",23750,18750,11,14,40,40,"Yes","Yes",1,1
53,"50-59","Junior college",15,-1,39,"Junior college or more","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"REFUSED","ROUTINE","REFUSED",14,12,"NEVER MARRIED","NAP","NA","CONTINUE WORKING","VERY SATISFIED",0,"NAP","NAP","VOTED","WORKING FULLTIME","NA",-1,-1,NA,NA,NA,NA,NA,NA,NA,NA
29,"18-29","Junior college",15,10,-1,"Junior college or more","More than 10",17,"Female",40,"AOL",-1,"Yes","Yes","Yes","Yes",7,"PRETTY HAPPY","PRETTY HAPPY",13,"NAP","ROUTINE","$75000 TO $89999",14,13,"MARRIED","NAP","PEROT","NAP","MOD. SATISFIED",1,"HIGH SCHOOL","WORKING FULLTIME","VOTED","KEEPING HOUSE","CANCER",82500,-2,13,15,40,NA,"Yes","No",0,1
35,"30-39","Junior college",15,-1,50,"Junior college or more","Not Internet user",-1,"Male",40,"Not applicable",3,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",18,"$4 000 TO 4 999","EXCITING","$35000 TO 39999",12,12,"MARRIED","YES","CLINTON","STOP WORKING","MOD. SATISFIED",3,"JUNIOR COLLEGE","WORKING FULLTIME","VOTED","WORKING FULLTIME","CAPRICORN",37500,4500,15,18,50,40,"Yes","Yes",1,1
38,"30-39","Junior college",14,-1,40,"Junior college or more","Not Internet user",-1,"Male",30,"Not applicable",1,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",12,"$40000 TO 49999","NAP","$40000 TO 49999",12,8,"MARRIED","YES","CLINTON","NAP","MOD. SATISFIED",2,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","CAPRICORN",45000,45000,14,12,40,30,"Yes","Yes",1,1
74,"60-89","Junior college",15,-1,-1,"Junior college or more","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"NAP","ROUTINE","$22500 TO 24999",6,6,"NEVER MARRIED","NAP","CLINTON","NAP","NAP",10,"NAP","NAP","VOTED","RETIRED","LIBRA",23750,-2,NA,NA,NA,NA,NA,NA,NA,NA
22,"18-29","Junior college",14,7,-1,"Junior college or more","More than 10",11,"Male",-1,"Excite",0,"Yes","Yes","Yes","Yes",4,"NAP","NOT TOO HAPPY",97,"$8 000 TO 9 999","NAP","$10000 TO 12499",12,16,"NEVER MARRIED","NO","NAP","NAP","NAP",0,"NAP","NAP","DID NOT VOTE","SCHOOL","VIRGO",11250,9000,NA,NA,NA,NA,NA,NA,NA,NA
39,"30-39","Junior college",15,6,32,"Junior college or more","4+ to 10 hours",10,"Male",-1,"Dogpile",2,"Yes","Yes","Yes","Yes",4,"VERY HAPPY","VERY HAPPY",14,"$90000- $109999","NAP","$90000 - $109999",12,13,"MARRIED","NO","DOLE","NAP","NA",1,"HIGH SCHOOL","KEEPING HOUSE","VOTED","WORKING FULLTIME","VIRGO",1e+05,1e+05,15,14,32,NA,"Yes","No",0,1
31,"30-39","Junior college",14,30,60,"Junior college or more","More than 10",40,"Male",-1,"IWon",-1,"Yes","Yes","Yes","Yes",10,"NAP","PRETTY HAPPY",97,"$50000 TO 59999","ROUTINE","$50000 TO 59999",99,97,"DIVORCED","NAP","NAP","STOP WORKING","MOD. SATISFIED",3,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","TAURUS",55000,55000,NA,NA,NA,NA,NA,NA,NA,NA
25,"18-29","Bachelor",16,20,40,"Junior college or more","More than 10",26,"Male",-1,"Yahoo",1,"Yes","Yes","Yes","Yes",6,"VERY HAPPY","PRETTY HAPPY",16,"$75000 - $89999","NAP","$75000 TO $89999",20,20,"MARRIED","YES","NAP","NAP","VERY SATISFIED",2,"BACHELOR","KEEPING HOUSE","DONT KNOW/REMMBR","WORKING FULLTIME","PISCES",82500,82500,16,16,40,NA,"Yes","No",0,1
50,"50-59","Bachelor",16,0,40,"Junior college or more","1+ to  4 hours",2,"Female",-1,"GO",-1,"Yes","No","Yes","Yes",2,"NAP","PRETTY HAPPY",97,"$35000 TO 39999","EXCITING","$35000 TO 39999",12,8,"DIVORCED","NAP","DOLE","CONTINUE WORKING","VERY SATISFIED",4,"NAP","NAP","VOTED","WORKING FULLTIME","ARIES",37500,37500,NA,NA,NA,NA,NA,NA,NA,NA
44,"40-49","Bachelor",16,25,48,"Junior college or more","More than 10",41,"Female",55,"Altavista",0,"Yes","Yes","Yes","Yes",16,"VERY HAPPY","PRETTY HAPPY",16,"$60000 TO 74999","NAP","$110000 OR OVER",14,97,"MARRIED","YES","DOLE","NAP","VERY SATISFIED",7,"BACHELOR","WORKING FULLTIME","VOTED","WORKING FULLTIME","GEMINI",110000,67500,16,16,55,48,"Yes","Yes",1,1
84,"60-89","Bachelor",16,-1,-1,"Junior college or more","Not Internet user",-1,"Female",-1,"Not applicable",3,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","$60000 TO 74999",8,98,"WIDOWED","YES","DOLE","NAP","NAP",0,"NAP","NAP","VOTED","RETIRED","TAURUS",67500,-2,NA,NA,NA,NA,NA,NA,NA,NA
29,"18-29","Bachelor",17,2,50,"Junior college or more","1+ to  4 hours",4,"Male",40,"Not applicable",1,"Yes","Yes","Yes","Yes",2,"VERY HAPPY","VERY HAPPY",12,"$15000 TO 17499","NAP","$25000 TO 29999",98,12,"MARRIED","YES","DOLE","NAP","MOD. SATISFIED",2,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","PISCES",27500,16250,17,12,50,40,"Yes","Yes",1,1
37,"30-39","Bachelor",16,2,40,"Junior college or more","1+ to  4 hours",2.5,"Male",-1,"Not applicable",-1,"Yes","Yes","Yes","Yes",0.5,"NAP","NOT TOO HAPPY",97,"$60000 TO 74999","ROUTINE","$60000 TO 74999",6,6,"NEVER MARRIED","NAP","NAP","CONTINUE WORKING","A LITTLE DISSAT",4,"NAP","NAP","INELIGIBLE","WORKING FULLTIME","ARIES",67500,67500,NA,NA,NA,NA,NA,NA,NA,NA
44,"40-49","Bachelor",18,2,45,"Junior college or more","1+ to  4 hours",4,"Female",-1,"Netscape",-1,"Yes","Yes","Yes","Yes",2,"NAP","PRETTY HAPPY",97,"$25000 TO 29999","ROUTINE","$25000 TO 29999",12,8,"NEVER MARRIED","NAP","CLINTON","CONTINUE WORKING","A LITTLE DISSAT",7,"NAP","NAP","VOTED","WORKING FULLTIME","GEMINI",27500,27500,NA,NA,NA,NA,NA,NA,NA,NA
42,"40-49","Bachelor",16,8,50,"Junior college or more","4+ to 10 hours",10,"Female",-1,"Lycos",-1,"Yes","Yes","Yes","Yes",2,"NAP","PRETTY HAPPY",97,"$4 000 TO 4 999","EXCITING","$35000 TO 39999",14,20,"DIVORCED","NAP","CLINTON","CONTINUE WORKING","VERY SATISFIED",4,"NAP","NAP","VOTED","WORKING FULLTIME","ARIES",37500,4500,NA,NA,NA,NA,NA,NA,NA,NA
45,"40-49","Bachelor",16,0.5,40,"Junior college or more","1+ to  4 hours",1.5,"Male",40,"Not available",-1,"Yes","Yes","Yes","Yes",1,"VERY HAPPY","VERY HAPPY",12,"$40000 TO 49999","EXCITING","$90000 - $109999",14,12,"MARRIED","NAP","DOLE","CONTINUE WORKING","MOD. SATISFIED",4,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","CAPRICORN",1e+05,45000,16,12,40,40,"Yes","Yes",1,1
49,"40-49","Bachelor",18,3,40,"Junior college or more","More than 10",18,"Male",-1,"Explorer",3,"No","Yes","Yes","Yes",15,"NAP","PRETTY HAPPY",97,"$35000 TO 39999","ROUTINE","$35000 TO 39999",12,14,"DIVORCED","NO","CLINTON","CONTINUE WORKING","VERY DISSATISFIED",1,"NAP","NAP","VOTED","WORKING FULLTIME","LEO",37500,37500,NA,NA,NA,NA,NA,NA,NA,NA
29,"18-29","Bachelor",16,6,50,"Junior college or more","4+ to 10 hours",8,"Male",-1,"Yahoo",2,"Yes","Yes","Yes","Yes",2,"NAP","PRETTY HAPPY",97,"$60000 TO 74999","EXCITING","$60000 TO 74999",13,16,"NEVER MARRIED","YES","PEROT","STOP WORKING","MOD. SATISFIED",3,"NAP","NAP","VOTED","WORKING FULLTIME","TAURUS",67500,67500,NA,NA,NA,NA,NA,NA,NA,NA
28,"18-29","Bachelor",16,3,-1,"Junior college or more","1+ to  4 hours",4,"Male",-1,"Google",0,"Yes","Yes","Yes","Yes",1,"NAP","PRETTY HAPPY",97,"$30000 TO 34999","ROUTINE","$75000 TO $89999",13,14,"NEVER MARRIED","DK","DOLE","NAP","NAP",3,"NAP","NAP","VOTED","SCHOOL","ARIES",82500,32500,NA,NA,NA,NA,NA,NA,NA,NA
39,"30-39","Bachelor",16,20,25,"Junior college or more","More than 10",20,"Female",60,"Not applicable",0,"Yes","Yes","Yes","No",0,"NOT TOO HAPPY","VERY HAPPY",17,"UNDER $1 000","NAP","$60000 TO 74999",14,18,"MARRIED","YES","DOLE","NAP","VERY SATISFIED",4,"BACHELOR","WORKING FULLTIME","VOTED","WORKING PARTTIME","CAPRICORN",67500,500,17,16,60,25,"Yes","No",0,1
53,"50-59","Bachelor",19,-1,50,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",1,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"$30000 TO 34999","NAP","$35000 TO 39999",12,12,"DIVORCED","YES","NAP","NAP","VERY SATISFIED",1,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","SCORPIO",37500,32500,NA,NA,NA,NA,NA,NA,NA,NA
30,"30-39","Bachelor",17,5,-1,"Junior college or more","4+ to 10 hours",7,"Male",-1,"Not available",-1,"Yes","Yes","Yes","Yes",2,"NAP","PRETTY HAPPY",97,"$12500 TO 14999","EXCITING","$12500 TO 14999",15,20,"NEVER MARRIED","NAP","DOLE","NAP","NAP",4,"NAP","NAP","VOTED","SCHOOL","SCORPIO",13750,13750,NA,NA,NA,NA,NA,NA,NA,NA
64,"60-89","Bachelor",16,-1,-1,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"NAP","EXCITING","$35000 TO 39999",8,8,"NEVER MARRIED","NAP","CLINTON","NAP","NAP",5,"NAP","NAP","VOTED","RETIRED","LEO",37500,-2,NA,NA,NA,NA,NA,NA,NA,NA
63,"60-89","Bachelor",16,1,-1,"Junior college or more","4+ to 10 hours",9,"Male",-1,"Yahoo",2,"Yes","Yes","Yes","Yes",8,"NAP","PRETTY HAPPY",97,"$110 000 OVER","ROUTINE","$110000 OR OVER",12,14,"DIVORCED","YES","DOLE","CONTINUE WORKING","VERY SATISFIED",4,"NAP","NAP","VOTED","UNEMPL, LAID OFF","VIRGO",110000,110000,NA,NA,NA,NA,NA,NA,NA,NA
46,"40-49","Bachelor",16,4,40,"Junior college or more","4+ to 10 hours",6,"Female",-1,"Not applicable",2,"Yes","Yes","Yes","Yes",2,"NAP","VERY HAPPY",97,"$30000 TO 34999","NAP","$30000 TO 34999",12,12,"NEVER MARRIED","YES","NAP","NAP","VERY SATISFIED",3,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","TAURUS",32500,32500,NA,NA,NA,NA,NA,NA,NA,NA
54,"50-59","Bachelor",16,-1,40,"Junior college or more","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"$12500 TO 14999","EXCITING","$12500 TO 14999",8,97,"NEVER MARRIED","NAP","CLINTON","CONTINUE WORKING","VERY SATISFIED",4,"NAP","NAP","VOTED","WORKING FULLTIME","LIBRA",13750,13750,NA,NA,NA,NA,NA,NA,NA,NA
73,"60-89","Bachelor",18,1,15,"Junior college or more","1+ to  4 hours",3,"Female",-1,"Not applicable",-1,"Yes","Yes","Yes","Yes",2,"NAP","VERY HAPPY",97,"$60000 TO 74999","EXCITING","$75000 TO $89999",14,13,"DIVORCED","NAP","CLINTON","STOP WORKING","VERY SATISFIED",1,"NAP","NAP","VOTED","WORKING FULLTIME","CANCER",82500,67500,NA,NA,NA,NA,NA,NA,NA,NA
45,"40-49","Bachelor",18,1,-1,"Junior college or more","1+ to  4 hours",2,"Female",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",1,"NAP","PRETTY HAPPY",97,"NAP","EXCITING","$15000 TO 17499",16,16,"DIVORCED","NAP","DOLE","NAP","NAP",2,"NAP","NAP","VOTED","SCHOOL","ARIES",16250,-2,NA,NA,NA,NA,NA,NA,NA,NA
69,"60-89","Bachelor",16,2,80,"Junior college or more","1+ to  4 hours",4,"Male",-1,"Not applicable",-1,"Yes","Yes","Yes","Yes",2,"NAP","PRETTY HAPPY",97,"$10000 TO 12499","EXCITING","$35000 TO 39999",14,15,"WIDOWED","NAP","NAP","CONTINUE WORKING","MOD. SATISFIED",2,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","AQUARIUS",37500,11250,NA,NA,NA,NA,NA,NA,NA,NA
66,"60-89","Bachelor",16,10,42,"Junior college or more","More than 10",16,"Male",50,"Explorer",3,"Yes","Yes","Yes","Yes",6,"VERY HAPPY","PRETTY HAPPY",18,"$50000 TO 59999","NAP","$110000 OR OVER",98,98,"MARRIED","YES","DOLE","NAP","VERY SATISFIED",1,"GRADUATE","WORKING FULLTIME","VOTED","WORKING FULLTIME","LEO",110000,55000,16,18,42,50,"Yes","Yes",1,1
52,"50-59","Bachelor",16,18,-1,"Junior college or more","More than 10",23,"Male",40,"Not applicable",7,"Yes","Yes","Yes","Yes",5,"VERY HAPPY","VERY HAPPY",99,"$40000 TO 49999","NAP","$75000 TO $89999",16,8,"MARRIED","NO","DOLE","NAP","DK",2,"LT HIGH SCHOOL","WORKING FULLTIME","VOTED","UNEMPL, LAID OFF","GEMINI",82500,45000,16,NA,NA,40,"No","Yes",1,0
26,"18-29","Bachelor",16,10,50,"Junior college or more","More than 10",12,"Female",-1,"Yahoo",0,"Yes","Yes","Yes","Yes",2,"NAP","VERY HAPPY",97,"$30000 TO 34999","ROUTINE","$30000 TO 34999",18,16,"NEVER MARRIED","YES","NAP","CONTINUE WORKING","VERY SATISFIED",2,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","VIRGO",32500,32500,NA,NA,NA,NA,NA,NA,NA,NA
34,"30-39","Bachelor",16,4,10,"Junior college or more","4+ to 10 hours",5,"Female",-1,"Not applicable",-1,"Yes","Yes","Yes","Yes",1,"NAP","NOT TOO HAPPY",97,"NAP","EXCITING","$17500 TO 19999",16,16,"WIDOWED","NAP","DOLE","CONTINUE WORKING","VERY SATISFIED",3,"NAP","NAP","VOTED","WORKING PARTTIME","LIBRA",18750,-2,NA,NA,NA,NA,NA,NA,NA,NA
23,"18-29","Bachelor",16,20,45,"Junior college or more","More than 10",40,"Male",-1,"Yahoo",3,"Yes","Yes","Yes","Yes",20,"NAP","PRETTY HAPPY",97,"$35000 TO 39999","NAP","$40000 TO 49999",18,97,"NEVER MARRIED","YES","CLINTON","NAP","MOD. SATISFIED",0,"NAP","NAP","VOTED","WORKING FULLTIME","AQUARIUS",45000,37500,NA,NA,NA,NA,NA,NA,NA,NA
43,"40-49","Bachelor",16,15,40,"Junior college or more","More than 10",25,"Female",-1,"Yahoo",99,"Yes","Yes","Yes","Yes",10,"NAP","PRETTY HAPPY",97,"$75000 - $89999","EXCITING","$90000 - $109999",14,14,"DIVORCED","YES","NAP","CONTINUE WORKING","MOD. SATISFIED",11,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","TAURUS",1e+05,82500,NA,NA,NA,NA,NA,NA,NA,NA
36,"30-39","Bachelor",16,1,55,"Junior college or more","4+ to 10 hours",6,"Male",-1,"Yahoo",99,"Yes","Yes","Yes","Yes",5,"PRETTY HAPPY","PRETTY HAPPY",17,"$110 000 OVER","EXCITING","$110000 OR OVER",12,12,"MARRIED","YES","DOLE","STOP WORKING","VERY SATISFIED",6,"BACHELOR","KEEPING HOUSE","VOTED","WORKING FULLTIME","SAGITTARIUS",110000,110000,16,17,55,NA,"Yes","No",0,1
40,"40-49","Bachelor",17,2,40,"Junior college or more","1+ to  4 hours",3,"Male",-1,"Not available",-1,"Yes","Yes","Yes","Yes",1,"NAP","PRETTY HAPPY",97,"$40000 TO 49999","ROUTINE","$40000 TO 49999",20,97,"NEVER MARRIED","NAP","CLINTON","CONTINUE WORKING","MOD. SATISFIED",0,"NAP","NAP","VOTED","WORKING FULLTIME","GEMINI",45000,45000,NA,NA,NA,NA,NA,NA,NA,NA
38,"30-39","Bachelor",16,2,40,"Junior college or more","1+ to  4 hours",3,"Female",-1,"Not applicable",3,"Yes","Yes","Yes","Yes",1,"NAP","PRETTY HAPPY",97,"$22500 TO 24999","ROUTINE","$22500 TO 24999",12,8,"DIVORCED","YES","NAP","STOP WORKING","MOD. SATISFIED",3,"NAP","NAP","DONT KNOW/REMMBR","WORKING FULLTIME","LIBRA",23750,23750,NA,NA,NA,NA,NA,NA,NA,NA
56,"50-59","Bachelor",18,-1,60,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",20,"$35000 TO 39999","ROUTINE","$50000 TO 59999",13,20,"MARRIED","NAP","CLINTON","CONTINUE WORKING","MOD. SATISFIED",7,"GRADUATE","OTHER","VOTED","WORKING FULLTIME","GEMINI",55000,37500,18,20,60,NA,"Yes","No",0,1
52,"50-59","Bachelor",16,5,40,"Junior college or more","4+ to 10 hours",5.5,"Male",-1,"Not applicable",-1,"Yes","Yes","Yes","Yes",0.5,"NOT TOO HAPPY","PRETTY HAPPY",12,"REFUSED","EXCITING","REFUSED",12,97,"MARRIED","NAP","NAP","CONTINUE WORKING","VERY SATISFIED",7,"HIGH SCHOOL","UNEMPL, LAID OFF","DID NOT VOTE","WORKING FULLTIME","CANCER",-1,-1,16,12,40,NA,"Yes","No",0,1
29,"18-29","Bachelor",16,3,40,"Junior college or more","4+ to 10 hours",6,"Female",-1,"Not applicable",-1,"Yes","Yes","Yes","Yes",3,"NAP","PRETTY HAPPY",97,"$40000 TO 49999","ROUTINE","$40000 TO 49999",14,97,"NEVER MARRIED","NAP","CLINTON","DK","MOD. SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","CAPRICORN",45000,45000,NA,NA,NA,NA,NA,NA,NA,NA
39,"30-39","Bachelor",16,-1,24,"Junior college or more","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"$40000 TO 49999","EXCITING","$90000 - $109999",12,8,"NEVER MARRIED","NAP","CLINTON","STOP WORKING","VERY SATISFIED",1,"NAP","NAP","VOTED","WORKING PARTTIME","VIRGO",1e+05,45000,NA,NA,NA,NA,NA,NA,NA,NA
53,"50-59","Bachelor",17,8,40,"Junior college or more","More than 10",12,"Female",40,"Yahoo",2,"Yes","Yes","Yes","Yes",4,"VERY HAPPY","VERY HAPPY",17,"$60000 TO 74999","NAP","$110000 OR OVER",12,12,"MARRIED","DK","CLINTON","NAP","VERY SATISFIED",5,"BACHELOR","WORKING FULLTIME","VOTED","WORKING FULLTIME","TAURUS",110000,67500,17,17,40,40,"Yes","Yes",1,1
47,"40-49","Bachelor",17,-1,-1,"Junior college or more","Not Internet user",-1,"Male",40,"Not applicable",3,"Yes","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",17,"$35000 TO 39999","DK","$40000 TO 49999",12,12,"MARRIED","YES","NAP","CONTINUE WORKING","MOD. SATISFIED",1,"BACHELOR","WORKING FULLTIME","INELIGIBLE","TEMP NOT WORKING","SCORPIO",45000,37500,17,17,NA,40,"No","Yes",1,0
59,"50-59","Bachelor",16,3,40,"Junior college or more","More than 10",18,"Female",-1,"Hotbot",3,"Yes","Yes","Yes","Yes",15,"VERY HAPPY","VERY HAPPY",12,"$40000 TO 49999","NAP","$90000 - $109999",15,12,"MARRIED","NO","CLINTON","NAP","VERY SATISFIED",1,"HIGH SCHOOL","RETIRED","VOTED","WORKING FULLTIME","TAURUS",1e+05,45000,12,16,NA,40,"No","Yes",1,0
42,"40-49","Bachelor",16,1,80,"Junior college or more","More than 10",11,"Male",35,"Yahoo",3,"Yes","Yes","Yes","Yes",10,"PRETTY HAPPY","PRETTY HAPPY",16,"$50000 TO 59999","EXCITING","$75000 TO $89999",12,8,"MARRIED","YES","CLINTON","CONTINUE WORKING","VERY SATISFIED",1,"BACHELOR","WORKING FULLTIME","VOTED","WORKING FULLTIME","VIRGO",82500,55000,16,16,80,35,"Yes","Yes",1,1
47,"40-49","Bachelor",16,3,50,"Junior college or more","4+ to 10 hours",6,"Female",-1,"Not applicable",1,"Yes","Yes","Yes","Yes",3,"NAP","VERY HAPPY",97,"$60000 TO 74999","NAP","$60000 TO 74999",14,14,"DIVORCED","YES","CLINTON","NAP","VERY SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","LEO",67500,67500,NA,NA,NA,NA,NA,NA,NA,NA
37,"30-39","Bachelor",16,3,65,"Junior college or more","4+ to 10 hours",8,"Male",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",5,"NAP","VERY HAPPY",97,"$75000 - $89999","EXCITING","$75000 TO $89999",14,12,"NEVER MARRIED","NAP","CLINTON","STOP WORKING","VERY SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","GEMINI",82500,82500,NA,NA,NA,NA,NA,NA,NA,NA
38,"30-39","Bachelor",16,4,40,"Junior college or more","4+ to 10 hours",5,"Female",40,"Yahoo",1,"Yes","Yes","Yes","Yes",1,"VERY HAPPY","VERY HAPPY",16,"$15000 TO 17499","EXCITING","$90000 - $109999",14,14,"MARRIED","YES","DOLE","CONTINUE WORKING","VERY SATISFIED",6,"BACHELOR","WORKING FULLTIME","VOTED","WORKING FULLTIME","GEMINI",1e+05,16250,16,16,40,40,"Yes","Yes",1,1
26,"18-29","Bachelor",16,16,-1,"Junior college or more","More than 10",23,"Male",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",7,"NAP","PRETTY HAPPY",97,"$30000 TO 34999","ROUTINE","$30000 TO 34999",13,13,"NEVER MARRIED","NAP","CLINTON","CONTINUE WORKING","A LITTLE DISSAT",2,"NAP","NAP","VOTED","TEMP NOT WORKING","ARIES",32500,32500,NA,NA,NA,NA,NA,NA,NA,NA
25,"18-29","Bachelor",16,-1,45,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$22500 TO 24999","ROUTINE","DK",13,14,"NEVER MARRIED","NAP","NAP","STOP WORKING","MOD. SATISFIED",2,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","SAGITTARIUS",-2,23750,NA,NA,NA,NA,NA,NA,NA,NA
