"State","region","Date","Home.Value","Structure.Cost","Land.Value","Land.Share..Pct.","Home.Price.Index","Land.Price.Index"
"PA","N. East",19971,108143,102735,5407,5,0.864,0.235
"PA","N. East",19972,108802,103362,5440,5,0.869,0.237
"PA","N. East",19973,109537,104060,5477,5,0.875,0.241
"PA","N. East",19974,110387,104868,5519,5,0.882,0.249
"PA","N. East",19981,111366,105797,5568,5,0.89,0.262
"PA","N. East",19982,112483,106859,5624,5,0.899,0.283
"PA","N. East",19983,113725,108038,5686,5,0.909,0.314
"PA","N. East",19984,115092,109337,5755,5,0.92,0.361
"PA","N. East",19991,116550,110722,5827,5,0.931,0.426
"PA","N. East",19992,118086,112182,5904,5,0.944,0.513
"PA","N. East",19993,119709,113723,5985,5,0.957,0.62
"PA","N. East",19994,121415,115345,6071,5,0.97,0.741
"PA","N. East",20001,123226,117064,6161,5,0.985,0.866
"PA","N. East",20002,125146,118888,6257,5,1,1
"PA","N. East",20003,127193,119967,7226,5.7,1.016,1.155
"PA","N. East",20004,129408,121074,8334,6.4,1.034,1.333
"PA","N. East",20011,131802,122131,9671,7.3,1.053,1.552
"PA","N. East",20012,134367,123151,11216,8.3,1.074,1.802
"PA","N. East",20013,137100,124182,12918,9.4,1.096,2.078
"PA","N. East",20014,140020,125253,14767,10.5,1.119,2.377
"PA","N. East",20021,143161,126225,16936,11.8,1.144,2.723
"PA","N. East",20022,146525,127145,19380,13.2,1.171,3.118
"PA","N. East",20023,150108,127832,22276,14.8,1.199,3.586
"PA","N. East",20024,153886,128132,25754,16.7,1.23,4.15
"PA","N. East",20031,157807,128357,29450,18.7,1.261,4.754
"PA","N. East",20032,161898,128535,33363,20.6,1.294,5.391
"PA","N. East",20033,166215,129216,37000,22.3,1.328,5.983
"PA","N. East",20034,170818,130927,39891,23.4,1.365,6.454
"PA","N. East",20041,175784,133923,41862,23.8,1.405,6.773
"PA","N. East",20042,181097,137889,43207,23.9,1.447,6.994
"PA","N. East",20043,186666,142205,44462,23.8,1.492,7.2
"PA","N. East",20044,192397,146262,46135,24,1.537,7.474
"PA","N. East",20051,198178,149303,48875,24.7,1.584,7.919
"PA","N. East",20052,203972,151776,52195,25.6,1.63,8.462
"PA","N. East",20053,209590,153958,55632,26.5,1.675,9.024
"PA","N. East",20054,214770,156133,58637,27.3,1.716,9.517
"PA","N. East",20061,219342,158547,60794,27.7,1.753,9.873
"PA","N. East",20062,223233,161039,62193,27.9,1.784,10.109
"PA","N. East",20063,226521,163374,63148,27.9,1.81,10.275
"PA","N. East",20064,229255,165329,63926,27.9,1.832,10.414
"PA","N. East",20071,231422,167003,64419,27.8,1.849,10.518
"PA","N. East",20072,232948,168395,64553,27.7,1.861,10.553
"PA","N. East",20073,233747,169962,63785,27.3,1.868,10.437
"PA","N. East",20074,233868,172104,61764,26.4,1.869,10.114
"PA","N. East",20081,233352,174960,58393,25,1.865,9.568
"PA","N. East",20082,232354,178273,54080,23.3,1.857,8.864
"PA","N. East",20083,231127,181523,49604,21.5,1.847,8.133
"PA","N. East",20084,229953,184187,45766,19.9,1.837,7.504
"PA","N. East",20091,229117,185493,43624,19,1.831,7.151
"PA","N. East",20092,228717,185816,42901,18.8,1.828,7.03
"PA","N. East",20093,228671,185276,43395,19,1.827,7.108
"PA","N. East",20094,228750,183992,44758,19.6,1.828,7.327
"PA","N. East",20101,228665,183216,45450,19.9,1.827,7.426
"PA","N. East",20102,228285,182932,45353,19.9,1.824,7.407
"PA","N. East",20103,227712,184125,43587,19.1,1.82,7.117
"PA","N. East",20104,227122,187829,39293,17.3,1.815,6.417
"PA","N. East",20111,226620,192494,34126,15.1,1.811,5.58
"PA","N. East",20112,226424,197490,28934,12.8,1.809,4.733
"PA","N. East",20113,226519,199663,26856,11.9,1.81,4.394
"PA","N. East",20114,226914,199678,27236,12,1.813,4.459
"PA","N. East",20121,227773,199694,28079,12.3,1.82,4.599
"PA","N. East",20122,229016,199710,29306,12.8,1.83,4.802
"PA","N. East",20123,230504,199727,30776,13.4,1.842,5.045
"PA","N. East",20124,232132,199745,32386,14,1.855,5.311
"PA","N. East",20131,233782,199765,34017,14.6,1.868,5.581
"RI","N. East",19751,29368,27900,1468,5,0.176,0
"RI","N. East",19752,30098,28593,1505,5,0.181,0
"RI","N. East",19753,30764,29226,1538,5,0.185,0
"RI","N. East",19754,31366,29797,1568,5,0.188,0
"RI","N. East",19761,31921,30325,1596,5,0.192,0
"RI","N. East",19762,32501,30876,1625,5,0.195,0
"RI","N. East",19763,33095,31441,1655,5,0.199,0
"RI","N. East",19764,33696,32011,1685,5,0.202,0
"RI","N. East",19771,34410,32689,1720,5,0.207,0
"RI","N. East",19772,35327,33561,1766,5,0.212,0
"RI","N. East",19773,36444,34622,1822,5,0.219,0
"RI","N. East",19774,37703,35818,1885,5,0.226,0
"RI","N. East",19781,39084,36669,2415,6.2,0.235,0
"RI","N. East",19782,40579,37155,3423,8.4,0.244,0
"RI","N. East",19783,42161,37717,4444,10.5,0.253,0
"RI","N. East",19784,43808,38436,5372,12.3,0.263,0
"RI","N. East",19791,45438,39365,6073,13.4,0.273,0
"RI","N. East",19792,47045,40445,6600,14,0.282,0
"RI","N. East",19793,48587,41591,6996,14.4,0.292,0
"RI","N. East",19794,50006,42716,7290,14.6,0.3,0
"RI","N. East",19801,51127,43688,7439,14.6,0.307,0
"RI","N. East",19802,51959,44613,7346,14.1,0.312,0
"RI","N. East",19803,52512,45504,7008,13.3,0.315,0
"RI","N. East",19804,52897,46395,6502,12.3,0.318,0
"RI","N. East",19811,53288,47370,5919,11.1,0.32,0
"RI","N. East",19812,53748,48371,5376,10,0.323,0
"RI","N. East",19813,54100,49427,4673,8.6,0.325,0
"RI","N. East",19814,54462,50551,3911,7.2,0.327,0
"RI","N. East",19821,55005,51707,3299,6,0.33,0
"RI","N. East",19822,55798,52889,2909,5.2,0.335,0
"RI","N. East",19823,56884,54040,2844,5,0.342,0
"RI","N. East",19824,58252,55339,2913,5,0.35,0
"RI","N. East",19831,59806,56816,2990,5,0.359,0
"RI","N. East",19832,61480,58406,3074,5,0.369,0
"RI","N. East",19833,63190,60031,3160,5,0.379,0
"RI","N. East",19834,64793,61554,3240,5,0.389,0
"RI","N. East",19841,66308,62993,3315,5,0.398,0
"RI","N. East",19842,67923,64527,3396,5,0.408,0.001
"RI","N. East",19843,69763,66275,3488,5,0.419,0.001
"RI","N. East",19844,71863,68270,3593,5,0.431,0.001
"RI","N. East",19851,74329,70612,3716,5,0.446,0.002
"RI","N. East",19852,77275,73411,3864,5,0.464,0.003
"RI","N. East",19853,80771,76732,4039,5,0.485,0.005
"RI","N. East",19854,84932,80685,4247,5,0.51,0.009
"RI","N. East",19861,89846,85353,4492,5,0.539,0.02
"RI","N. East",19862,95692,90907,4785,5,0.575,0.044
"RI","N. East",19863,102521,93134,9387,9.2,0.616,0.105
"RI","N. East",19864,110145,93530,16616,15.1,0.661,0.186
"RI","N. East",19871,118141,94171,23971,20.3,0.709,0.269
"RI","N. East",19872,126067,94979,31088,24.7,0.757,0.349
"RI","N. East",19873,133502,95913,37589,28.2,0.802,0.424
"RI","N. East",19874,140011,96929,43083,30.8,0.841,0.487
"RI","N. East",19881,145394,97940,47454,32.6,0.873,0.538
"RI","N. East",19882,149630,98964,50666,33.9,0.898,0.575
"RI","N. East",19883,152927,99991,52936,34.6,0.918,0.602
"RI","N. East",19884,155549,101006,54543,35.1,0.934,0.622
"RI","N. East",19891,157709,101925,55784,35.4,0.947,0.638
"RI","N. East",19892,159502,102649,56854,35.6,0.958,0.651
"RI","N. East",19893,160901,103118,57783,35.9,0.966,0.663
"RI","N. East",19894,161716,103228,58488,36.2,0.971,0.671
"RI","N. East",19901,161879,103203,58677,36.2,0.972,0.673
"RI","N. East",19902,161511,103297,58214,36,0.97,0.668
"RI","N. East",19903,159809,103888,55922,35,0.959,0.642
"RI","N. East",19904,157869,105438,52431,33.2,0.948,0.602
"RI","N. East",19911,155861,108034,47828,30.7,0.936,0.55
"RI","N. East",19912,153863,111351,42512,27.6,0.924,0.489
"RI","N. East",19913,152077,114716,37361,24.6,0.913,0.43
"RI","N. East",19914,150626,117441,33185,22,0.904,0.382
"RI","N. East",19921,149429,118843,30586,20.5,0.897,0.354
"RI","N. East",19922,148393,119249,29143,19.6,0.891,0.337
"RI","N. East",19923,147507,119134,28372,19.2,0.886,0.328
"RI","N. East",19924,146647,118912,27734,18.9,0.88,0.32
"RI","N. East",19931,145709,119061,26648,18.3,0.875,0.306
"RI","N. East",19932,144828,119470,25358,17.5,0.869,0.291
"RI","N. East",19933,144065,119912,24153,16.8,0.865,0.277
"RI","N. East",19934,143457,120232,23225,16.2,0.861,0.266
"RI","N. East",19941,143006,120429,22576,15.8,0.859,0.258
"RI","N. East",19942,142610,120607,22003,15.4,0.856,0.252
"RI","N. East",19943,142148,121011,21137,14.9,0.853,0.242
"RI","N. East",19944,141638,121889,19749,13.9,0.85,0.226
"RI","N. East",19951,141151,123349,17801,12.6,0.847,0.204
"RI","N. East",19952,140620,125169,15451,11,0.844,0.178
"RI","N. East",19953,140079,127048,13032,9.3,0.841,0.15
"RI","N. East",19954,139568,128660,10908,7.8,0.838,0.125
"RI","N. East",19961,139063,129609,9454,6.8,0.835,0.109
"RI","N. East",19962,138610,130133,8477,6.1,0.832,0.098
"RI","N. East",19963,138231,130388,7843,5.7,0.83,0.09
"RI","N. East",19964,137951,130532,7419,5.4,0.828,0.085
"RI","N. East",19971,137904,130842,7063,5.1,0.828,0.081
"RI","N. East",19972,138108,131202,6905,5,0.829,0.08
"RI","N. East",19973,138617,131686,6931,5,0.832,0.081
"RI","N. East",19974,139491,132516,6975,5,0.837,0.085
"RI","N. East",19981,140694,133659,7035,5,0.845,0.095
"RI","N. East",19982,142188,135079,7109,5,0.854,0.109
"RI","N. East",19983,143941,136744,7197,5,0.864,0.131
"RI","N. East",19984,145991,138691,7300,5,0.876,0.164
"RI","N. East",19991,148384,140964,7419,5,0.891,0.214
"RI","N. East",19992,151139,143582,7557,5,0.907,0.289
"RI","N. East",19993,154357,146639,7718,5,0.927,0.399
"RI","N. East",19994,157973,150075,7899,5,0.948,0.547
"RI","N. East",20001,162018,153917,8101,5,0.973,0.738
"RI","N. East",20002,166565,156036,10528,6.3,1,1
"RI","N. East",20003,171503,157796,13707,8,1.03,1.304
"RI","N. East",20004,176826,159348,17478,9.9,1.062,1.666
"RI","N. East",20011,182625,160552,22073,12.1,1.096,2.116
"RI","N. East",20012,189067,161482,27585,14.6,1.135,2.651
"RI","N. East",20013,196235,162475,33760,17.2,1.178,3.252
"RI","N. East",20014,204153,163815,40339,19.8,1.226,3.893
"RI","N. East",20021,212767,165450,47317,22.2,1.277,4.566
"RI","N. East",20022,221937,167372,54565,24.6,1.332,5.272
"RI","N. East",20023,231469,169061,62408,27,1.39,6.039
"RI","N. East",20024,241158,170074,71084,29.5,1.448,6.889
"RI","N. East",20031,250968,170682,80286,32,1.507,7.802
"RI","N. East",20032,260934,170927,90007,34.5,1.567,8.757
"RI","N. East",20033,271093,171790,99303,36.6,1.628,9.669
"RI","N. East",20034,281528,174162,107366,38.1,1.69,10.459
"RI","N. East",20041,292094,178410,113684,38.9,1.754,11.07
"RI","N. East",20042,302487,184035,118452,39.2,1.816,11.531
"RI","N. East",20043,312383,189923,122460,39.2,1.875,11.915
"RI","N. East",20044,321254,195000,126255,39.3,1.929,12.275
"RI","N. East",20051,328777,198119,130658,39.7,1.974,12.68
"RI","N. East",20052,334432,200266,134167,40.1,2.008,13.007
"RI","N. East",20053,338226,202105,136121,40.2,2.031,13.185
"RI","N. East",20054,340248,204405,135843,39.9,2.043,13.147
"RI","N. East",20061,340719,207673,133045,39,2.046,12.864
"RI","N. East",20062,339676,211467,128209,37.7,2.039,12.388
"RI","N. East",20063,337190,215018,122172,36.2,2.024,11.8
"RI","N. East",20064,333515,217586,115929,34.8,2.002,11.193
"RI","N. East",20071,328807,218973,109834,33.4,1.974,10.607
"RI","N. East",20072,323357,219547,103810,32.1,1.941,10.024
"RI","N. East",20073,317265,220329,96936,30.6,1.905,9.358
"RI","N. East",20074,310595,222295,88300,28.4,1.865,8.522
"RI","N. East",20081,303489,226103,77386,25.5,1.822,7.469
"RI","N. East",20082,296332,231062,65269,22,1.779,6.297
"RI","N. East",20083,289637,236211,53427,18.4,1.739,5.153
"RI","N. East",20084,283909,240566,43343,15.3,1.704,4.178
"RI","N. East",20091,279236,242660,36576,13.1,1.676,3.524
"RI","N. East",20092,275051,243182,31869,11.6,1.651,3.069
"RI","N. East",20093,271503,242345,29158,10.7,1.63,2.805
"RI","N. East",20094,268235,240357,27878,10.4,1.61,2.68
"RI","N. East",20101,265068,239164,25903,9.8,1.591,2.486
"RI","N. East",20102,262145,238584,23561,9,1.574,2.259
"RI","N. East",20103,259205,240114,19091,7.4,1.556,1.83
"RI","N. East",20104,256040,243238,12802,5,1.537,1.032
"RI","N. East",20111,252726,240090,12636,5,1.517,0.215
"RI","N. East",20112,249563,237085,12478,5,1.498,0.036
"RI","N. East",20113,246927,234580,12346,5,1.482,0.017
"RI","N. East",20114,245005,232755,12250,5,1.471,0.014
"RI","N. East",20121,243818,231627,12191,5,1.464,0.013
"RI","N. East",20122,243163,231005,12158,5,1.46,0.012
"RI","N. East",20123,242969,230821,12148,5,1.459,0.012
"RI","N. East",20124,243076,230821,12255,5,1.459,0.012
"RI","N. East",20131,243241,230821,12420,5.1,1.46,0.012
"SC","South",19751,26015,24427,1588,6.1,0.195,0
"SC","South",19752,26062,24680,1382,5.3,0.195,0
"SC","South",19753,26198,24888,1310,5,0.196,0
"SC","South",19754,26458,25135,1323,5,0.198,0
"SC","South",19761,26878,25534,1344,5,0.201,0
"SC","South",19762,27428,26057,1371,5,0.206,0
"SC","South",19763,27967,26569,1398,5,0.21,0
"SC","South",19764,28509,27084,1425,5,0.214,0
"SC","South",19771,29097,27642,1455,5,0.218,0
"SC","South",19772,29784,28295,1489,5,0.223,0
"SC","South",19773,30534,29008,1527,5,0.229,0
"SC","South",19774,31325,29759,1566,5,0.235,0
"SC","South",19781,32154,30546,1608,5,0.241,0
"SC","South",19782,33071,31416,1654,5,0.248,0
"SC","South",19783,34037,32133,1904,5.6,0.255,0
"SC","South",19784,35050,32972,2078,5.9,0.263,0
"SC","South",19791,36105,33928,2177,6,0.271,0
"SC","South",19792,37162,34989,2173,5.8,0.279,0
"SC","South",19793,38220,36119,2102,5.5,0.286,0
"SC","South",19794,39290,37280,2010,5.1,0.295,0
"SC","South",19801,40380,38361,2019,5,0.303,0
"SC","South",19802,41523,39445,2078,5,0.311,0
"SC","South",19803,42692,40379,2313,5.4,0.32,0
"SC","South",19804,43834,41170,2664,6.1,0.329,0
"SC","South",19811,44994,41869,3125,6.9,0.337,0
"SC","South",19812,46088,42497,3591,7.8,0.345,0
"SC","South",19813,47045,43179,3866,8.2,0.353,0
"SC","South",19814,47853,44039,3814,8,0.359,0
"SC","South",19821,48582,45072,3510,7.2,0.364,0
"SC","South",19822,49247,46203,3044,6.2,0.369,0
"SC","South",19823,49879,47226,2654,5.3,0.374,0
"SC","South",19824,50458,47935,2523,5,0.378,0
"SC","South",19831,50995,48445,2550,5,0.382,0
"SC","South",19832,51481,48907,2574,5,0.386,0
"SC","South",19833,51976,49377,2599,5,0.39,0
"SC","South",19834,52491,49867,2625,5,0.393,0
"SC","South",19841,53099,50444,2655,5,0.398,0
"SC","South",19842,53726,51040,2686,5,0.403,0
"SC","South",19843,54420,51699,2721,5,0.408,0
"SC","South",19844,55248,52486,2762,5,0.414,0
"SC","South",19851,56138,53331,2807,5,0.421,0
"SC","South",19852,57027,54176,2851,5,0.427,0
"SC","South",19853,57925,55028,2896,5,0.434,0
"SC","South",19854,58863,55920,2943,5,0.441,0
"SC","South",19861,59870,56876,2993,5,0.449,0
"SC","South",19862,60917,57871,3046,5,0.457,0
"SC","South",19863,61997,58898,3100,5,0.465,0
"SC","South",19864,63089,59934,3154,5,0.473,0
"SC","South",19871,64154,60946,3208,5,0.481,0
"SC","South",19872,65157,61899,3258,5,0.488,0
"SC","South",19873,66108,62802,3305,5,0.496,0
"SC","South",19874,67058,63705,3353,5,0.503,0.001
"SC","South",19881,68042,64640,3402,5,0.51,0.001
"SC","South",19882,69041,65589,3452,5,0.518,0.001
"SC","South",19883,70035,66534,3502,5,0.525,0.001
"SC","South",19884,71035,67484,3552,5,0.532,0.001
"SC","South",19891,72059,68456,3603,5,0.54,0.001
"SC","South",19892,73093,69438,3655,5,0.548,0.001
"SC","South",19893,74141,70434,3707,5,0.556,0.002
"SC","South",19894,75151,71393,3758,5,0.563,0.002
"SC","South",19901,76115,72310,3806,5,0.571,0.002
"SC","South",19902,77024,73173,3851,5,0.577,0.003
"SC","South",19903,77861,73967,3893,5,0.584,0.003
"SC","South",19904,78664,74731,3933,5,0.59,0.003
"SC","South",19911,79493,75518,3975,5,0.596,0.004
"SC","South",19912,80350,76332,4017,5,0.602,0.004
"SC","South",19913,81230,77169,4062,5,0.609,0.005
"SC","South",19914,82140,78033,4107,5,0.616,0.005
"SC","South",19921,83075,78921,4154,5,0.623,0.006
"SC","South",19922,84024,79823,4201,5,0.63,0.007
"SC","South",19923,84980,80731,4249,5,0.637,0.009
"SC","South",19924,85935,81638,4297,5,0.644,0.01
"SC","South",19931,86892,82548,4345,5,0.651,0.01
"SC","South",19932,87902,83507,4395,5,0.659,0.011
"SC","South",19933,88992,84543,4450,5,0.667,0.012
"SC","South",19934,90135,85628,4507,5,0.676,0.013
"SC","South",19941,91304,86739,4565,5,0.684,0.015
"SC","South",19942,92482,87858,4624,5,0.693,0.017
"SC","South",19943,93652,88969,4683,5,0.702,0.021
"SC","South",19944,94846,90104,4742,5,0.711,0.024
"SC","South",19951,96072,91268,4804,5,0.72,0.028
"SC","South",19952,97311,92445,4866,5,0.729,0.031
"SC","South",19953,98583,93653,4929,5,0.739,0.036
"SC","South",19954,99923,94927,4996,5,0.749,0.041
"SC","South",19961,101385,96316,5069,5,0.76,0.05
"SC","South",19962,102920,97774,5146,5,0.771,0.06
"SC","South",19963,104487,99262,5224,5,0.783,0.074
"SC","South",19964,106056,100753,5303,5,0.795,0.09
"SC","South",19971,107552,102174,5378,5,0.806,0.108
"SC","South",19972,109023,103572,5451,5,0.817,0.127
"SC","South",19973,110557,105029,5528,5,0.829,0.152
"SC","South",19974,112215,106604,5611,5,0.841,0.186
"SC","South",19981,114008,108308,5700,5,0.855,0.233
"SC","South",19982,115942,109650,6293,5.4,0.869,0.3
"SC","South",19983,118004,109928,8076,6.8,0.885,0.385
"SC","South",19984,120172,110172,10001,8.3,0.901,0.478
"SC","South",19991,122412,110442,11970,9.8,0.918,0.574
"SC","South",19992,124695,110721,13974,11.2,0.935,0.671
"SC","South",19993,126959,111053,15906,12.5,0.952,0.766
"SC","South",19994,129169,111480,17689,13.7,0.968,0.853
"SC","South",20001,131323,112009,19315,14.7,0.984,0.931
"SC","South",20002,133410,112703,20707,15.5,1,1
"SC","South",20003,135396,113502,21894,16.2,1.015,1.06
"SC","South",20004,137306,114382,22924,16.7,1.029,1.113
"SC","South",20011,139171,115347,23823,17.1,1.043,1.165
"SC","South",20012,140989,116262,24727,17.5,1.057,1.213
"SC","South",20013,142783,117170,25613,17.9,1.07,1.259
"SC","South",20014,144570,118049,26520,18.3,1.084,1.307
"SC","South",20021,146366,118750,27616,18.9,1.097,1.361
"SC","South",20022,148142,119406,28736,19.4,1.11,1.418
"SC","South",20023,149947,119908,30039,20,1.124,1.486
"SC","South",20024,151803,120194,31610,20.8,1.138,1.567
"SC","South",20031,153730,120592,33138,21.6,1.152,1.647
"SC","South",20032,155826,121084,34742,22.3,1.168,1.731
"SC","South",20033,158121,122083,36038,22.8,1.185,1.8
"SC","South",20034,160651,123986,36665,22.8,1.204,1.835
"SC","South",20041,163458,126930,36528,22.3,1.225,1.832
"SC","South",20042,166522,130665,35858,21.5,1.248,1.803
"SC","South",20043,169873,134672,35201,20.7,1.273,1.773
"SC","South",20044,173468,138439,35028,20.2,1.3,1.768
"SC","South",20051,177343,141618,35725,20.1,1.329,1.806
"SC","South",20052,181525,144609,36915,20.3,1.361,1.871
"SC","South",20053,185961,147923,38038,20.5,1.394,1.933
"SC","South",20054,190507,152090,38418,20.2,1.428,1.958
"SC","South",20061,194941,157086,37855,19.4,1.461,1.936
"SC","South",20062,199165,162551,36614,18.4,1.493,1.878
"SC","South",20063,203099,167596,35503,17.5,1.522,1.827
"SC","South",20064,206703,171322,35381,17.1,1.549,1.827
"SC","South",20071,209819,173269,36549,17.4,1.573,1.896
"SC","South",20072,212341,173958,38384,18.1,1.592,1.999
"SC","South",20073,214148,174416,39732,18.6,1.605,2.076
"SC","South",20074,215207,175640,39567,18.4,1.613,2.073
"SC","South",20081,215581,178363,37219,17.3,1.616,1.956
"SC","South",20082,215263,181880,33383,15.5,1.614,1.759
"SC","South",20083,214486,185254,29232,13.6,1.608,1.543
"SC","South",20084,213577,187540,26037,12.2,1.601,1.376
"SC","South",20091,212835,187779,25057,11.8,1.595,1.325
"SC","South",20092,212069,186648,25420,12,1.59,1.346
"SC","South",20093,211093,184789,26305,12.5,1.582,1.394
"SC","South",20094,209703,182849,26854,12.8,1.572,1.425
"SC","South",20101,207836,182133,25703,12.4,1.558,1.363
"SC","South",20102,205590,182222,23369,11.4,1.541,1.24
"SC","South",20103,203263,183286,19977,9.8,1.524,1.061
"SC","South",20104,201262,185525,15737,7.8,1.509,0.837
"SC","South",20111,199747,188111,11636,5.8,1.497,0.619
"SC","South",20112,199233,189271,9962,5,1.493,0.441
"SC","South",20113,199789,189800,9989,5,1.498,0.377
"SC","South",20114,201139,189811,11327,5.6,1.508,0.428
"SC","South",20121,202870,189828,13043,6.4,1.521,0.494
"SC","South",20122,204817,189849,14968,7.3,1.535,0.567
"SC","South",20123,206649,189875,16774,8.1,1.549,0.637
"SC","South",20124,208345,189905,18440,8.9,1.562,0.701
"SC","South",20131,210135,189940,20195,9.6,1.575,0.769
"SD","Midwest",19751,25233,20061,5172,20.5,0.253,0
"SD","Midwest",19752,24879,20388,4491,18.1,0.25,0
"SD","Midwest",19753,24519,20695,3823,15.6,0.246,0
"SD","Midwest",19754,24310,20985,3325,13.7,0.244,0
"SD","Midwest",19761,24294,21280,3014,12.4,0.244,0
"SD","Midwest",19762,24480,21571,2909,11.9,0.246,0
"SD","Midwest",19763,24762,21875,2887,11.7,0.249,0
"SD","Midwest",19764,25126,22209,2918,11.6,0.252,0
"SD","Midwest",19771,25719,22583,3136,12.2,0.258,0
"SD","Midwest",19772,26644,22998,3645,13.7,0.267,0
"SD","Midwest",19773,27720,23441,4279,15.4,0.278,0
"SD","Midwest",19774,28756,23902,4854,16.9,0.289,0
"SD","Midwest",19781,29698,24384,5314,17.9,0.298,0
"SD","Midwest",19782,30644,24879,5765,18.8,0.308,0
"SD","Midwest",19783,31581,25405,6176,19.6,0.317,0
"SD","Midwest",19784,32535,25975,6559,20.2,0.327,0
"SD","Midwest",19791,33576,26599,6977,20.8,0.337,0
"SD","Midwest",19792,34673,27282,7390,21.3,0.348,0
"SD","Midwest",19793,35701,28014,7687,21.5,0.358,0
"SD","Midwest",19794,36545,28787,7758,21.2,0.367,0
"SD","Midwest",19801,37255,29573,7682,20.6,0.374,0
"SD","Midwest",19802,37638,30361,7277,19.3,0.378,0
"SD","Midwest",19803,37561,31131,6430,17.1,0.377,0
"SD","Midwest",19804,37167,31855,5312,14.3,0.373,0
"SD","Midwest",19811,36697,32490,4207,11.5,0.368,0
"SD","Midwest",19812,36298,33065,3233,8.9,0.364,0
"SD","Midwest",19813,35976,33585,2391,6.6,0.361,0
"SD","Midwest",19814,35847,34055,1792,5,0.36,0
"SD","Midwest",19821,36384,34565,1819,5,0.365,0
"SD","Midwest",19822,37803,35913,1890,5,0.379,0
"SD","Midwest",19823,39313,37347,1966,5,0.395,0
"SD","Midwest",19824,40552,38525,2028,5,0.407,0
"SD","Midwest",19831,41265,39201,2063,5,0.414,0
"SD","Midwest",19832,41664,39541,2123,5.1,0.418,0
"SD","Midwest",19833,41711,39625,2086,5,0.419,0
"SD","Midwest",19834,41843,39751,2092,5,0.42,0
"SD","Midwest",19841,42175,40066,2109,5,0.423,0
"SD","Midwest",19842,42504,40379,2125,5,0.427,0
"SD","Midwest",19843,42758,40608,2150,5,0.429,0
"SD","Midwest",19844,42868,40725,2143,5,0.43,0
"SD","Midwest",19851,43053,40900,2153,5,0.432,0
"SD","Midwest",19852,43356,41188,2168,5,0.435,0
"SD","Midwest",19853,43813,41558,2255,5.1,0.44,0
"SD","Midwest",19854,44357,41828,2529,5.7,0.445,0
"SD","Midwest",19861,44927,42187,2740,6.1,0.451,0
"SD","Midwest",19862,45426,42608,2818,6.2,0.456,0
"SD","Midwest",19863,45834,43018,2816,6.1,0.46,0
"SD","Midwest",19864,46196,43343,2853,6.2,0.464,0
"SD","Midwest",19871,46466,43516,2950,6.3,0.466,0
"SD","Midwest",19872,46583,43594,2989,6.4,0.468,0
"SD","Midwest",19873,46590,43633,2957,6.3,0.468,0
"SD","Midwest",19874,46542,43694,2848,6.1,0.467,0
"SD","Midwest",19881,46487,43857,2630,5.7,0.467,0
"SD","Midwest",19882,46525,44074,2452,5.3,0.467,0
"SD","Midwest",19883,46687,44322,2365,5.1,0.469,0
"SD","Midwest",19884,46922,44576,2346,5,0.471,0
"SD","Midwest",19891,47213,44853,2361,5,0.474,0
"SD","Midwest",19892,47522,45145,2376,5,0.477,0
"SD","Midwest",19893,47896,45502,2395,5,0.481,0
"SD","Midwest",19894,48325,45909,2416,5,0.485,0
"SD","Midwest",19901,48875,46431,2444,5,0.491,0
"SD","Midwest",19902,49546,47069,2477,5,0.497,0
"SD","Midwest",19903,50427,47905,2521,5,0.506,0
"SD","Midwest",19904,51330,48763,2566,5,0.515,0
"SD","Midwest",19911,52288,49674,2614,5,0.525,0
"SD","Midwest",19912,53284,50620,2664,5,0.535,0
"SD","Midwest",19913,54296,51581,2715,5,0.545,0.001
"SD","Midwest",19914,55353,52586,2768,5,0.556,0.001
"SD","Midwest",19921,56507,53682,2825,5,0.567,0.001
"SD","Midwest",19922,57716,54830,2886,5,0.579,0.001
"SD","Midwest",19923,59020,56069,2951,5,0.592,0.002
"SD","Midwest",19924,60399,57379,3020,5,0.606,0.003
"SD","Midwest",19931,61842,58750,3092,5,0.621,0.004
"SD","Midwest",19932,63339,60172,3167,5,0.636,0.005
"SD","Midwest",19933,64856,61614,3243,5,0.651,0.007
"SD","Midwest",19934,66362,63044,3318,5,0.666,0.01
"SD","Midwest",19941,67803,64413,3390,5,0.681,0.014
"SD","Midwest",19942,69142,65685,3457,5,0.694,0.018
"SD","Midwest",19943,70377,66858,3519,5,0.706,0.023
"SD","Midwest",19944,71530,67953,3576,5,0.718,0.028
"SD","Midwest",19951,72605,68975,3630,5,0.729,0.03
"SD","Midwest",19952,73708,70023,3685,5,0.74,0.031
"SD","Midwest",19953,74823,71082,3741,5,0.751,0.032
"SD","Midwest",19954,75982,72183,3799,5,0.763,0.034
"SD","Midwest",19961,77151,73293,3858,5,0.774,0.039
"SD","Midwest",19962,78311,74395,3916,5,0.786,0.046
"SD","Midwest",19963,79477,75504,3974,5,0.798,0.056
"SD","Midwest",19964,80605,76575,4030,5,0.809,0.068
"SD","Midwest",19971,81743,77656,4087,5,0.821,0.082
"SD","Midwest",19972,82955,78808,4148,5,0.833,0.1
"SD","Midwest",19973,84200,79990,4210,5,0.845,0.123
"SD","Midwest",19974,85444,81172,4272,5,0.858,0.149
"SD","Midwest",19981,86679,82345,4334,5,0.87,0.179
"SD","Midwest",19982,87861,83468,4393,5,0.882,0.209
